Molecule_ChEMBL_ID	Smiles	Standard_Type	Standard_Value	Standard_Units	Document_Year
CHEMBL5189146	O=C(NO)c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1	Papp	17.1	10^-6 cm/s	2022
CHEMBL5172353	COc1ccnc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2C2CC2)c1F	Papp	9.5	10^-6 cm/s	2022
CHEMBL5191060	COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12	Papp	21.8	10^-6 cm/s	2022
CHEMBL5191577	Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(CCO)C1)c(=O)n2C	Papp	2.6	10^-6 cm/s	2022
CHEMBL5078176	Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2	Papp	42.32	10^-6 cm/s	2022
CHEMBL5288393	CCCOc1ccc(NC(=O)C(C)(C)c2csc(NS(=O)(=O)C3CC3)n2)cc1	Papp	6.4	10^-6 cm/s	2022
CHEMBL5199084	O=c1cc(-c2ccccc2)cc(CC2CCCCC2)n1O	Papp	2.75	10^-6 cm/s	2022
CHEMBL5181494	C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	Papp	0.07	10^-6 cm/s	2022
CHEMBL5182222	OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	Papp	4.6	10^-6 cm/s	2022
CHEMBL5183295	CC(=O)Nc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1	Papp	13	10^-6 cm/s	2022
CHEMBL521606	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	Papp	0.13	10^-6 cm/s	2022
CHEMBL4789727	CC(C)(C)CC(=O)Nc1nnc(S(N)(=O)=O)s1	Papp	8.2	10^-6 cm/s	2023
CHEMBL126	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	Papp	9	10^-6 cm/s	2023
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	2.5	10^-6 cm/s	2022
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	5.85	10^-6 cm/s	2022
CHEMBL5183954	COC(=O)c1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	1.1	10^-6 cm/s	2022
CHEMBL5181350	C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]cnc21	Papp	1.3	10^-6 cm/s	2022
CHEMBL5170359	Cc1cc(-c2n[nH]c3ccc(Nc4ccc(C#N)cc4C#N)cc23)ccn1	Papp	1.4	10^-6 cm/s	2022
CHEMBL5170359	Cc1cc(-c2n[nH]c3ccc(Nc4ccc(C#N)cc4C#N)cc23)ccn1	Papp	7.6	10^-6 cm/s	2022
CHEMBL5177422	COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCCC2)c1	Papp	0.35	10^-6 cm/s	2022
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Papp	0.71	10^-6 cm/s	2022
CHEMBL5185556	COc1ccc(-c2cn3ccc(NCCCN4CCOCC4)cc3n2)c(OC)c1	Papp	20.1	10^-6 cm/s	2022
CHEMBL5183377	COc1ccc(-c2cn3ccc(N4CCN(C(C)C)CC4)cc3n2)c(OC)c1	Papp	19.1	10^-6 cm/s	2022
CHEMBL5200138	COc1ccc(-c2nc3cc(N4CCN(C5CCCC5)CC4)ccn3c2CN2CCCC2)c(OC)c1	Papp	57.53	10^-6 cm/s	2022
CHEMBL5200896	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(F)ccc(OC)c1F	Papp	18	10^-6 cm/s	2022
CHEMBL5181258	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1C	Papp	25	10^-6 cm/s	2022
CHEMBL5178692	CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(CC(F)F)ccc5n4)cn3)C2)C1	Papp	12	10^-6 cm/s	2022
CHEMBL5207654	C[C@H](F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O	Papp	17	10^-6 cm/s	2022
CHEMBL5192796	O=C(NO)c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1	Papp	11.6	10^-6 cm/s	2022
CHEMBL5095235	CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1	Papp	20	10^-6 cm/s	2022
CHEMBL5091591	Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CC[C@H](N(C)S(C)(=O)=O)C4)C3)[nH]c12	Papp	18	10^-6 cm/s	2022
CHEMBL5206271	CC(=O)N1CC[C@H]2CN([C@H]3CCC[C@@H](NC(=O)c4cc5c(F)ccc(C)c5[nH]4)C3)C[C@H]21	Papp	32	10^-6 cm/s	2022
CHEMBL5196289	Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1	Papp	38.9	10^-6 cm/s	2022
CHEMBL5077861	C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1	Papp	6.78	10^-6 cm/s	2022
CHEMBL5180318	COc1cc2c(cc1OC)CN(c1ccc(CO)cc1)CC2	Papp	26.8	10^-6 cm/s	2022
CHEMBL107	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	Papp	0.3	10^-6 cm/s	2022
CHEMBL5198414	Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C)C1)c(=O)n2C	Papp	19	10^-6 cm/s	2022
CHEMBL5203063	COc1ccc(F)c(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2CN(C)C)c1F	Papp	14	10^-6 cm/s	2022
CHEMBL5180631	[2H]C([2H])([2H])NC(=O)c1cncc(-c2cnn3cc(-c4cnn(C(C)C)c4)c(O[C@H]4CCOC4)nc23)c1	Papp	2	10^-6 cm/s	2022
CHEMBL4581088	C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1	Papp	20	10^-6 cm/s	2022
CHEMBL5205410	CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	17	10^-6 cm/s	2022
CHEMBL601757	Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1	Papp	17.2	10^-6 cm/s	2023
CHEMBL5208123	CN1CCC(n2cc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1	Papp	1.3	10^-6 cm/s	2022
CHEMBL5284493	Cc1ccc([C@@H](NC(=O)[C@@H](F)c2ccc3c(c2)CCCC3)[C@@H](C)C(=O)O)cc1	Papp	33	10^-6 cm/s	2023
CHEMBL5197383	CC(C)(C)CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	49	10^-6 cm/s	2022
CHEMBL5200126	CN[C@H](C)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	19	10^-6 cm/s	2022
CHEMBL5289954	Cc1ccc([C@@H](NC(=O)C(F)(F)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	15	10^-6 cm/s	2023
CHEMBL4757224	CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2ccccc2CSC[C@H](C(=O)N(C)C)NC1=O	Papp	0.19	10^-6 cm/s	2022
CHEMBL5179520	COc1ccn2c(C(C)=O)cc(C(=O)Nc3cc(C(C)O)cc(-c4cnn(C5CC5)c4)c3F)c2c1	Papp	11.83	10^-6 cm/s	2022
CHEMBL5182862	CNCc1ccc(-c2c3ncn(CC4(O)CCN(Cc5ccc(-c6ccco6)cc5Cl)CC4)c(=O)c3nn2C)cc1	Papp	1.06	10^-6 cm/s	2022
CHEMBL5081574	Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O	Papp	17	10^-6 cm/s	2022
CHEMBL5181222	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc3c(Br)cccc3nc21	Papp	7.5	10^-6 cm/s	2022
CHEMBL5179743	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C(C)(C)O)cnc21	Papp	1.7	10^-6 cm/s	2022
CHEMBL5200849	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(N3CCOCC3)cnc21	Papp	5.8	10^-6 cm/s	2022
CHEMBL5204520	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(-c3nccs3)cnc21	Papp	10.1	10^-6 cm/s	2022
CHEMBL5169875	CN(CC[C@@H](CC(=O)NC1CCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)C1CCCCC1	Papp	0	10^-6 cm/s	2022
CHEMBL5191719	O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)Nc1nnn[nH]1	Papp	8	10^-6 cm/s	2022
CHEMBL4096039	Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1	Papp	29	10^-6 cm/s	2022
CHEMBL5182222	OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	Papp	30	10^-6 cm/s	2022
CHEMBL5183295	CC(=O)Nc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1	Papp	0.5	10^-6 cm/s	2022
CHEMBL5183903	COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1	Papp	24	10^-6 cm/s	2022
CHEMBL5174279	CNC(=O)c1cc(F)c(F)c(-c2cnc3cc(-c4cnn(C)c4)c(O[C@H]4CCOC4)nn23)c1	Papp	5.7	10^-6 cm/s	2022
CHEMBL4854091	O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2	Papp	3.1	10^-6 cm/s	2022
CHEMBL5200138	COc1ccc(-c2nc3cc(N4CCN(C5CCCC5)CC4)ccn3c2CN2CCCC2)c(OC)c1	Papp	33.58	10^-6 cm/s	2022
CHEMBL5095235	CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1	Papp	3.2	10^-6 cm/s	2022
CHEMBL522143	O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1	Papp	0.6	10^-6 cm/s	2022
CHEMBL5200432	CN(C)CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1	Papp	4.3	10^-6 cm/s	2022
CHEMBL5207346	CNCc1c(Cl)cccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	19	10^-6 cm/s	2022
CHEMBL5095218	C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	11	10^-6 cm/s	2022
CHEMBL5279050	CC1(C)CCN(Cc2ccc(C(=O)NC[C@]3(O)CCCN(c4cc(NCc5ccccc5)ncn4)C3)c(O)c2)CC1	Papp	11.8	10^-6 cm/s	2022
CHEMBL5200310	Cc1cc(CC2CCCCC2)n(O)c(=O)c1	Papp	31.4	10^-6 cm/s	2022
CHEMBL5075300	c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1	Papp	2.4	10^-6 cm/s	2022
CHEMBL5281362	COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)(C)C)CO2	Papp	1.4	10^-6 cm/s	2022
CHEMBL5182227	N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1	Papp	6.2	10^-6 cm/s	2022
CHEMBL5183044	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(C2(N)CC2)cc1	Papp	336	10^-6 cm/s	2022
CHEMBL5171419	Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CNC=O)cc1	Papp	5.67	10^-6 cm/s	2022
CHEMBL5177578	Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1	Papp	40.6	10^-6 cm/s	2022
CHEMBL5198260	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(OCCO)cc4[nH]3)n(Cc3ccccc3)c12	Papp	0.1	10^-6 cm/s	2022
CHEMBL5198260	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(OCCO)cc4[nH]3)n(Cc3ccccc3)c12	Papp	8.4	10^-6 cm/s	2022
CHEMBL5195750	CC(c1ccccc1)N1CCN(Cc2ccc(C(=O)NO)cc2)CC1	Papp	10.9	10^-6 cm/s	2022
CHEMBL5191374	CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2OC)[C@H]1NC(C)=O	Papp	0.0191	10^-6 cm/s	2022
CHEMBL5190164	COc1cc2c(cc1OC)CN(c1ccc(C(=O)O)cc1)CC2	Papp	81.2	10^-6 cm/s	2022
CHEMBL5192089	COc1ccc(F)c(CNC(=O)c2cnn(Cc3ccc(Cn4ccccc4=O)cc3)c2)c1F	Papp	3.2	10^-6 cm/s	2022
CHEMBL5176752	COc1cccc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2N(C)C)c1F	Papp	23	10^-6 cm/s	2022
CHEMBL5181827	CC(C)NCc1ccccc1Cn1c(=S)[nH]c(=O)c2[nH]cnc21	Papp	0.89	10^-6 cm/s	2022
CHEMBL4208229	O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1	Papp	6.84	10^-6 cm/s	2022
CHEMBL3889746	O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2)c1	Papp	11.1	10^-6 cm/s	2022
CHEMBL5273258	Cc1ccc([C@@H](NC(=O)[C@H](O)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	0.27	10^-6 cm/s	2023
CHEMBL5196972	COc1ccc(C2CC2)cc1S(=O)(=O)Nc1ccc2c(c1)CCN2C(C)=O	Papp	21.54	10^-6 cm/s	2022
CHEMBL4454397	Cc1cc(C2CCCCCC2)n(O)c(=O)c1	Papp	5.74	10^-6 cm/s	2022
CHEMBL5284514	CN(C(=O)Cc1csc(NS(=O)(=O)C2CC2)n1)c1cccc(Cl)c1	Papp	8.1	10^-6 cm/s	2022
CHEMBL5177024	Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C)C(c2ccccc2)c2ccccc2)cc1	Papp	16	10^-6 cm/s	2022
CHEMBL5194116	Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1	Papp	38	10^-6 cm/s	2022
CHEMBL5186978	Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)CS(C)(=O)=O)C2	Papp	43	10^-6 cm/s	2022
CHEMBL5276960	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6cccc(O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	Papp	2.32	10^-6 cm/s	2022
CHEMBL5191481	CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1	Papp	3	10^-6 cm/s	2022
CHEMBL5199420	N#CCC(=O)N1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1	Papp	0.1	10^-6 cm/s	2022
CHEMBL5274045	Cc1ccc([C@@H](NC(=O)C(=O)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	1.7	10^-6 cm/s	2023
CHEMBL5184753	FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1	Papp	44	10^-6 cm/s	2022
CHEMBL5185192	O=C(Nc1nc2cccc(C3CCC(NC(=O)C4(F)CC4)CC3)n2n1)C1CC1	Papp	4.36	10^-6 cm/s	2022
CHEMBL532	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	Papp	0.2	10^-6 cm/s	2022
CHEMBL5189417	COc1cc2ncnc(N3CCC(CN4CCN(c5ccc(Cl)cc5)CC4)C3)c2cc1OC	Papp	0.05	10^-6 cm/s	2022
CHEMBL5181396	O=C1NCCCCn2cc(cn2)-c2cnc3ccc(cc3c2)CCn2nc(ccc2=O)-c2ccc1c(C(F)(F)F)c2	Papp	0.53	10^-6 cm/s	2022
CHEMBL5279050	CC1(C)CCN(Cc2ccc(C(=O)NC[C@]3(O)CCCN(c4cc(NCc5ccccc5)ncn4)C3)c(O)c2)CC1	Papp	25.6	10^-6 cm/s	2022
CHEMBL270766	COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	Papp	1.82	10^-6 cm/s	2022
CHEMBL3343444	COc1cccc(Cc2cc(C)cc(=O)n2O)c1	Papp	0.243	10^-6 cm/s	2022
CHEMBL5200005	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C)c(C)nc21	Papp	19.8	10^-6 cm/s	2022
CHEMBL5172865	Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1	Papp	2.4	10^-6 cm/s	2022
CHEMBL5184871	CC(=O)N1CCN(c2cccc(NC(=O)c3cc4c(F)ccc(C)c4[nH]3)c2)CC1	Papp	6.3	10^-6 cm/s	2022
CHEMBL5193805	N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl	Papp	32	10^-6 cm/s	2022
CHEMBL5204711	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccc(C(=O)O)o5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	0.33	10^-6 cm/s	2022
CHEMBL5183377	COc1ccc(-c2cn3ccc(N4CCN(C(C)C)CC4)cc3n2)c(OC)c1	Papp	19.73	10^-6 cm/s	2022
CHEMBL5183282	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(F)cc4[nH]3)n(Cc3ccccc3)c12	Papp	84.6	10^-6 cm/s	2022
CHEMBL5172865	Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1	Papp	1.5	10^-6 cm/s	2022
CHEMBL5175091	CC(=O)NCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	11	10^-6 cm/s	2022
CHEMBL5190062	O=C1NCCCCCn2cc(cn2)-c2cnc3ccc(cc3c2)CCn2nc(ccc2=O)-c2ccc1c(C(F)(F)F)c2	Papp	0.29	10^-6 cm/s	2022
CHEMBL5170256	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(Cl)ccc(OC)c1F	Papp	9.3	10^-6 cm/s	2022
CHEMBL5266194	Cc1ccc(C(CC(=O)O)NC(=O)Cc2ccc3c(c2)CCCC3)cc1	Papp	17	10^-6 cm/s	2023
CHEMBL5287389	CC(C)(C(=O)Nc1ccc(-c2cncc(C(F)(F)F)c2)cc1F)c1csc(NS(=O)(=O)C2CC2)n1	Papp	7.2	10^-6 cm/s	2022
CHEMBL5083265	CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1	Papp	91	10^-6 cm/s	2022
CHEMBL5183754	O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12	Papp	7.8	10^-6 cm/s	2022
CHEMBL5093272	CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1	Papp	0.098	10^-6 cm/s	2022
CHEMBL5175191	O=C(Nc1ccc(CN2CCNCC2)nc1)c1cc(C(=O)c2c(Cl)ccc(Cl)c2F)c[nH]1	Papp	0.6	10^-6 cm/s	2022
CHEMBL5171050	O=C(Nc1cn[nH]c1)c1cc(C(=O)c2c(Cl)ccc(Cl)c2F)c[nH]1	Papp	5.6	10^-6 cm/s	2022
CHEMBL5083787	CCCCCC(CCCCC)OCCOCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1	Papp	0.241	10^-6 cm/s	2022
CHEMBL13	COCCc1ccc(OCC(O)CNC(C)C)cc1	Papp	33.3	10^-6 cm/s	2022
CHEMBL5173260	Cc1cc(Cc2cccc(OCc3ccccc3)c2)n(O)c(=O)c1	Papp	1.37	10^-6 cm/s	2022
CHEMBL4297442	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	Papp	0.05	10^-6 cm/s	2022
CHEMBL5189996	CCCCSC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	Papp	1.7	10^-6 cm/s	2022
CHEMBL5181494	C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	Papp	0.11	10^-6 cm/s	2022
CHEMBL5191190	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(F)ccc(OC)c1C(C)C	Papp	11	10^-6 cm/s	2022
CHEMBL5077987	FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2cccnc2n1	Papp	146	10^-6 cm/s	2022
CHEMBL5181788	O=C(CCCCCCCCC[P+](c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)NC(COC(=O)CCCc1ccccc1)(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1.[Br-]	Papp	16.8	10^-6 cm/s	2022
CHEMBL5183903	COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1	Papp	6.2	10^-6 cm/s	2022
CHEMBL5074637	COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1	Papp	1.11	10^-6 cm/s	2022
CHEMBL5080765	COc1ccc(Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1	Papp	1.78	10^-6 cm/s	2022
CHEMBL5080104	OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O	Papp	1.42	10^-6 cm/s	2022
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Papp	0.38	10^-6 cm/s	2022
CHEMBL5283284	CC(C)(C(=O)Nc1ccc(-c2cncc(C(F)(F)F)n2)cn1)c1csc(NS(=O)(=O)C2CC2)n1	Papp	7.1	10^-6 cm/s	2022
CHEMBL5082812	CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC7C8CC(CC74)CC5C8C6)cc3s2)cc1	Papp	1.25	10^-6 cm/s	2022
CHEMBL4208207	CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)NCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1	Papp	1.03	10^-6 cm/s	2022
CHEMBL5074637	COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1	Papp	1.04	10^-6 cm/s	2022
CHEMBL465208	OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	Papp	2.95	10^-6 cm/s	2022
CHEMBL4598256	Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O	Papp	7	10^-6 cm/s	2022
CHEMBL5190847	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(C5=CCCC5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	0.23	10^-6 cm/s	2022
CHEMBL5197531	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cccs5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	3.39	10^-6 cm/s	2022
CHEMBL5200808	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CNCCO)cc1	Papp	0.36	10^-6 cm/s	2022
CHEMBL5180062	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	5.55	10^-6 cm/s	2022
