smiles,logPapp
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C)C1)c(=O)n2C,-4.721246399047171
COc1ccc(F)c(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2CN(C)C)c1F,-4.853871964321762
[2H]C([2H])([2H])NC(=O)c1cncc(-c2cnn3cc(-c4cnn(C(C)C)c4)c(O[C@H]4CCOC4)nc23)c1,-5.698970004336019
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1,-4.698970004336019
CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,-4.769551078621726
CN1CCC(n2cc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1,-5.886056647693163
CC(=O)N1CCc2nc(OCc3c(C)nnn3-c3ccc(F)cc3)ccc2C1,-4.277366077466188
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)Nc1nnn[nH]1,-5.096910013008056
COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1,-4.805514406879063
COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1,-4.9136985343950705
Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(F)cc1,-5.329896959979989
FC(F)(F)c1c(Cl)ccc(-n2ccnn2)c1Cl,-4.416341332625912
Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O,-5.037860356969059
O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,-5.603804155250873
C#CCOc1ncc(F)c(OCC#C)n1,-4.481230977250357
OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,-4.824875990832918
Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,-5.136636395486714
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1,-4.8125708599674555
CC1(C)CCN(Cc2ccc(C(=O)NC[C@]3(O)CCCN(c4cc(NCc5ccccc5)ncn4)C3)c(O)c2)CC1,-4.759939013691013
Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cnco5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,-5.846294772893163
COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCOCC2)c1,-4.949706008702218
Cc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1,-5.544154920623069
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-5.866884151655054
COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-5.748445281664315
COc1ccc(-c2nc3cc(N4CCN(C5CCCC5)CC4)ccn3c2CN2CCCC2)c(OC)c1,-4.357012467086236
COc1ccc(-c2cn3ccc(N4CCN(C(C)C)CC4)cc3n2)c(OC)c1,-4.711919773750041
CC(C)(C)CC(=O)Nc1nnc(S(N)(=O)=O)s1,-5.258992211774644
C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,-7.056754637413759
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,-4.69860658698456
CCCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,-4.4530721186792235
N#Cc1ccc2c(c1)CCC[C@@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,-5.093643566617316
Cc1cnn(CC[C@@H](CC(=O)NC2CCC2)NC(=O)c2cc(-c3ccccc3C(F)(F)F)n(C3CCCC3)n2)c1,-4.858349385648225
N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,-5.025061147981562
C[C@@H]1Cc2cc(C(N)=O)cnc2N1,-4.611404438564321
CC(=O)N1CCN(c2cccc(NC(=O)c3cc4c(F)ccc(C)c4[nH]3)c2)CC1,-5.242328053455809
O=C(CCCC[C@@H]1CCSS1)OCCN1CCOCC1,-6.282611789168423
Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,-5.4561092910952285
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,-4.601337971112646
Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,-4.757025775391779
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,-7.227965977824862
N#Cc1ccc2c(c1)OCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,-4.661653195187567
COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,-4.642835120127383
CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,-4.698970004336019
Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CCN5C(=O)CC[C@H]5C4)C3)[nH]c12,-5.068041311521069
Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,-4.689411859112482
COc1ccc(Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,-5.762135357982622
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)c(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-5.6005159312937245
O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,-4.970294031280671
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1,-6.9684459585006895
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1,-4.462591779677412
Cn1ccc2cc(-c3cnc4ccc(C(=O)N5CCCCC5)cc4n3)ccc2c1=O,-4.4076542845912
Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O,-4.7827155479829
Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)cc(C)n1,-5.367591088495232
COc1ccn2c(C(C)=O)cc(C(=O)Nc3cc(C(C)O)cc(-c4cnn(C5CC5)c4)c3F)c2c1,-5.051119396448262
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1,-4.502621527706186
O=C(CCCCCCCCC[P+](c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)NC(COC(=O)CCCc1ccccc1)(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1,-4.694542222337913
Cn1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cn1,-5.211024436135123
Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,-4.53024037369069
OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-5.548604346573716
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1Cl,-5.590887053193022
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccs1,-4.75060358233533
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2)c1,-4.7608538651694685
Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccc(C(=O)O)o5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,-6.601366229584642
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,-5.402554207969997
COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,-5.968821840957281
Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1,-5.721848749616356
COc1ccc(-c2cn3ccc(NCCCN4CCOCC4)cc3n2)c(OC)c1,-4.662868040153888
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C)C(c2ccccc2)c2ccccc2)cc1,-4.736830361305078
COc1ccc(C2CC2)cc1S(=O)(=O)Nc1ccc2c(c1)CCN2C(C)=O,-4.700732337588604
Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,-4.367532466653767
